,id_org,id_match,MATCH,phone_scaled,last_name_scaled,first_name_scaled,city_scaled,state_scaled,address_1_scaled,address_1_2_scaled,dob_scaled,zip_scaled,similarity
13685,rec-3487-org,rec-9468-dup-0,0,0.30000000000000004,1.0,0.4,0.19999999999999996,1.0,0.0,0.0,0.5,0.7,0.11431610649445578
14593,rec-5638-org,rec-9468-dup-0,0,0.4,0.09999999999999998,0.5,0.30000000000000004,0.7,1.0,0.0,0.6,0.7,0.16232894351699567
15320,rec-5275-org,rec-9468-dup-0,0,0.19999999999999996,0.30000000000000004,0.4,0.19999999999999996,1.0,1.0,0.0,0.5,0.7,0.1547781215802818
16463,rec-2423-org,rec-9468-dup-0,0,0.19999999999999996,0.0,0.5,0.30000000000000004,0.7,1.0,0.0,0.5,0.7,0.14994972219144886
18260,rec-644-org,rec-9468-dup-0,0,0.19999999999999996,1.0,0.7,0.19999999999999996,1.0,0.0,0.0,0.5,0.7,0.19069808100687738
21016,rec-460-org,rec-9468-dup-0,0,0.0,1.0,0.4,0.30000000000000004,0.7,0.0,0.0,0.5,0.6,0.1554987581613143
21580,rec-3564-org,rec-9468-dup-0,0,0.5,0.0,0.4,0.0,0.7,0.09999999999999998,0.0,0.4,0.7,0.10631463621805198
21857,rec-9468-org,rec-9468-dup-0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0
24056,rec-8487-org,rec-9468-dup-0,0,0.5,0.0,0.4,0.19999999999999996,0.7,1.0,0.0,0.5,0.7,0.15594026335340153
26353,rec-8185-org,rec-9468-dup-0,0,0.30000000000000004,1.0,0.4,0.09999999999999998,0.8,0.0,0.0,0.19999999999999996,0.7,0.13237096717207
767,rec-9148-org,rec-2423-dup-1,0,0.19999999999999996,0.4,0.5,0.0,0.7,1.0,0.0,0.19999999999999996,0.7,0.11093317907388273
2952,rec-2071-org,rec-2423-dup-1,0,0.19999999999999996,0.5,0.6,0.09999999999999998,0.7,1.0,0.0,0.7,0.8,0.16294681835302763
6033,rec-1657-org,rec-2423-dup-1,0,0.09999999999999998,0.5,0.5,0.0,0.9,1.0,0.0,0.7,0.8,0.1254934598895918
6313,rec-6341-org,rec-2423-dup-1,0,0.0,0.5,0.5,0.09999999999999998,0.7,1.0,0.0,0.5,0.6,0.10488126480928081
8677,rec-9462-org,rec-2423-dup-1,0,0.19999999999999996,0.5,0.4,0.0,0.7,1.0,0.0,0.5,0.7,0.11051296163749146
12324,rec-1983-org,rec-2423-dup-1,0,0.0,0.4,0.7,0.30000000000000004,0.9,1.0,0.0,0.6,0.7,0.15450713885203837
13314,rec-5246-org,rec-2423-dup-1,0,0.19999999999999996,0.4,0.7,0.0,0.7,1.0,0.0,0.6,0.7,0.12230308392294206
14594,rec-5638-org,rec-2423-dup-1,0,0.09999999999999998,0.30000000000000004,0.4,0.5,0.7,1.0,0.0,0.6,0.7,0.16202448403109487
15321,rec-5275-org,rec-2423-dup-1,0,0.0,0.09999999999999998,0.5,0.19999999999999996,0.7,1.0,0.0,0.6,0.8,0.11909140757896595
16461,rec-2423-org,rec-2423-dup-1,1,1.0,0.7,0.8,0.8,0.9,1.0,0.0,1.0,1.0,0.5075656728564574
21859,rec-9468-org,rec-2423-dup-1,0,0.19999999999999996,0.0,0.5,0.30000000000000004,0.7,1.0,0.0,0.7,0.7,0.13596541336745438
24055,rec-8487-org,rec-2423-dup-1,0,0.19999999999999996,0.4,0.5,0.4,0.9,1.0,0.0,0.5,0.7,0.168019508598601
768,rec-9941-org,rec-9941-dup-1,1,0.9,0.9,1.0,1.0,0.9,1.0,0.0,0.9,1.0,0.7898646529172488
9610,rec-9841-org,rec-9941-dup-1,0,0.19999999999999996,0.5,0.6,0.0,0.7,1.0,0.0,0.6,0.6,0.13284546538170391
11862,rec-4542-org,rec-9941-dup-1,0,0.30000000000000004,0.4,0.6,0.0,0.7,1.0,0.0,0.6,0.6,0.12967942691091774
16560,rec-4823-org,rec-9941-dup-1,0,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.0,0.9,1.0,0.0,0.5,0.8,0.1266151442732505
21320,rec-6290-org,rec-9941-dup-1,0,0.4,0.09999999999999998,0.5,0.0,0.9,0.19999999999999996,0.0,0.4,0.7,0.11976552493969495
24579,rec-8476-org,rec-9941-dup-1,0,0.19999999999999996,0.30000000000000004,0.4,0.0,0.9,1.0,0.0,0.7,0.6,0.13082069871175167
28426,rec-3509-org,rec-9941-dup-1,0,0.19999999999999996,0.30000000000000004,0.4,0.0,0.7,1.0,0.0,0.4,0.6,0.11353516391505258
28545,rec-1966-org,rec-9941-dup-1,0,0.19999999999999996,0.19999999999999996,0.6,0.0,0.7,1.0,0.0,0.09999999999999998,0.7,0.11912119294915847
29300,rec-7037-org,rec-9941-dup-1,0,0.09999999999999998,0.30000000000000004,0.6,0.0,0.7,0.0,0.0,0.6,1.0,0.10054751791280059
769,rec-9941-org,rec-9941-dup-0,1,1.0,0.9,0.9,0.9,1.0,0.9,0.0,1.0,1.0,0.665000439736038
9611,rec-9841-org,rec-9941-dup-0,0,0.19999999999999996,0.5,0.6,0.0,0.7,0.9,0.0,0.7,0.6,0.12964659809586795
11863,rec-4542-org,rec-9941-dup-0,0,0.30000000000000004,0.5,0.5,0.0,0.7,0.9,0.0,0.7,0.6,0.1265567966035951
16559,rec-4823-org,rec-9941-dup-0,0,0.09999999999999998,0.4,0.19999999999999996,0.0,1.0,0.9,0.0,0.5,0.8,0.1272773700377029
21321,rec-6290-org,rec-9941-dup-0,0,0.4,0.19999999999999996,0.4,0.0,1.0,0.19999999999999996,0.0,0.5,0.7,0.11688161754699801
24580,rec-8476-org,rec-9941-dup-0,0,0.09999999999999998,0.30000000000000004,0.4,0.0,1.0,0.9,0.0,0.8,0.6,0.12767058702207662
28427,rec-3509-org,rec-9941-dup-0,0,0.19999999999999996,0.30000000000000004,0.4,0.0,0.7,0.9,0.0,0.5,0.6,0.11080128119955038
28546,rec-1966-org,rec-9941-dup-0,0,0.09999999999999998,0.30000000000000004,0.5,0.0,0.7,0.9,0.0,0.19999999999999996,0.7,0.11625280082090676
770,rec-9941-org,rec-4542-dup-2,0,0.0,0.5,0.5,0.0,0.7,1.0,0.0,0.7,0.6,0.15179417045255456
5974,rec-9200-org,rec-4542-dup-2,0,0.0,0.19999999999999996,0.5,0.19999999999999996,0.7,0.19999999999999996,0.0,0.7,0.7,0.11871741756702721
9607,rec-9841-org,rec-4542-dup-2,0,0.0,0.4,0.4,0.4,1.0,1.0,0.0,0.5,0.8,0.17344976301161824
11858,rec-4542-org,rec-4542-dup-2,1,0.0,1.0,0.8,1.0,0.7,1.0,0.0,1.0,1.0,0.702116966336036
16556,rec-4823-org,rec-4542-dup-2,0,0.0,0.4,0.19999999999999996,0.19999999999999996,0.7,1.0,0.0,0.5,0.7,0.16531514045116796
21318,rec-6290-org,rec-4542-dup-2,0,0.0,0.19999999999999996,0.4,0.19999999999999996,0.7,0.19999999999999996,0.0,0.6,0.6,0.1317642769723218
21379,rec-680-org,rec-4542-dup-2,0,0.0,0.4,0.5,0.4,0.7,0.19999999999999996,0.0,0.7,0.7,0.13051369317374187
24576,rec-8476-org,rec-4542-dup-2,0,0.0,0.30000000000000004,0.5,0.09999999999999998,0.7,1.0,0.0,0.7,0.7,0.1708061251723593
28421,rec-3509-org,rec-4542-dup-2,0,0.0,0.30000000000000004,0.5,0.19999999999999996,1.0,1.0,0.0,0.6,0.7,0.14823725610782695
28542,rec-1966-org,rec-4542-dup-2,0,0.0,0.5,0.4,0.0,1.0,1.0,0.0,0.19999999999999996,0.7,0.1418909716629082
771,rec-9941-org,rec-8476-dup-0,0,0.09999999999999998,0.4,0.5,0.0,1.0,1.0,0.0,0.7,0.6,0.129345341771032
1986,rec-6600-org,rec-8476-dup-0,0,0.09999999999999998,0.4,0.30000000000000004,1.0,1.0,0.0,0.0,0.4,0.6,0.18397505552964163
5975,rec-9200-org,rec-8476-dup-0,0,0.19999999999999996,0.19999999999999996,0.4,0.09999999999999998,0.7,0.19999999999999996,0.0,0.6,0.7,0.1011603074321029
9608,rec-9841-org,rec-8476-dup-0,0,0.30000000000000004,0.4,0.6,0.19999999999999996,0.7,1.0,0.0,0.6,0.6,0.15201384718148653
11861,rec-4542-org,rec-8476-dup-0,0,0.0,0.30000000000000004,0.4,0.09999999999999998,0.7,1.0,0.0,0.6,0.7,0.1544992172786656
16557,rec-4823-org,rec-8476-dup-0,0,0.30000000000000004,0.5,0.19999999999999996,0.09999999999999998,1.0,1.0,0.0,0.6,0.7,0.15236679648442106
21322,rec-6290-org,rec-8476-dup-0,0,0.09999999999999998,0.0,0.4,0.09999999999999998,1.0,0.19999999999999996,0.0,0.5,0.6,0.11227766776145694
21380,rec-680-org,rec-8476-dup-0,0,0.4,0.4,0.4,0.09999999999999998,1.0,0.19999999999999996,0.0,0.4,0.6,0.11121203270868527
24575,rec-8476-org,rec-8476-dup-0,1,1.0,1.0,0.30000000000000004,1.0,1.0,1.0,0.0,0.9,0.9,0.7300349578563059
28424,rec-3509-org,rec-8476-dup-0,0,0.30000000000000004,0.19999999999999996,0.4,0.19999999999999996,0.7,1.0,0.0,0.4,0.7,0.12631445922661383
28543,rec-1966-org,rec-8476-dup-0,0,0.19999999999999996,0.30000000000000004,0.5,0.0,0.7,1.0,0.0,0.19999999999999996,0.6,0.12090672632055491
772,rec-9941-org,rec-4542-dup-1,0,0.30000000000000004,0.4,0.4,0.0,0.7,1.0,0.0,0.6,0.6,0.1283586978823379
5976,rec-9200-org,rec-4542-dup-1,0,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.7,0.19999999999999996,0.0,0.6,0.7,0.10038865846709433
9609,rec-9841-org,rec-4542-dup-1,0,0.09999999999999998,0.5,0.4,0.30000000000000004,0.7,1.0,0.0,0.5,0.8,0.14667088770138428
11859,rec-4542-org,rec-4542-dup-1,1,1.0,0.9,0.5,0.7,1.0,1.0,0.0,0.7,1.0,0.6563922921378772
16558,rec-4823-org,rec-4542-dup-1,0,0.0,0.4,0.09999999999999998,0.0,0.7,1.0,0.0,0.5,0.7,0.13979216794218213
21323,rec-6290-org,rec-4542-dup-1,0,0.4,0.09999999999999998,0.30000000000000004,0.0,0.7,0.19999999999999996,0.0,0.6,0.6,0.11142121577627633
21381,rec-680-org,rec-4542-dup-1,0,0.09999999999999998,0.4,0.5,0.19999999999999996,0.7,0.19999999999999996,0.0,0.6,0.7,0.11036370936809284
24577,rec-8476-org,rec-4542-dup-1,0,0.0,0.30000000000000004,0.4,0.0,0.7,1.0,0.0,0.5,0.7,0.14443540059599624
28425,rec-3509-org,rec-4542-dup-1,0,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.19999999999999996,0.7,1.0,0.0,0.7,0.7,0.12535093485423826
28544,rec-1966-org,rec-4542-dup-1,0,0.09999999999999998,0.5,0.30000000000000004,0.0,0.7,1.0,0.0,0.19999999999999996,0.7,0.11998445203535217
773,rec-5953-org,rec-5953-dup-0,1,1.0,0.9,0.9,0.8,1.0,0.8,0.0,1.0,1.0,0.7856471424067896
8046,rec-3189-org,rec-5953-dup-0,0,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.0,0.8,0.8,0.0,0.6,0.6,0.10763273750139622
8793,rec-1078-org,rec-5953-dup-0,0,0.0,0.4,0.4,0.19999999999999996,0.8,0.8,0.0,0.4,0.7,0.12018629458536567
12340,rec-516-org,rec-5953-dup-0,0,0.0,0.6,0.5,0.09999999999999998,0.8,0.8,0.0,0.6,0.6,0.11081678683495223
16197,rec-4053-org,rec-5953-dup-0,0,0.0,0.4,0.5,0.19999999999999996,0.8,0.8,0.0,0.19999999999999996,0.6,0.12570777401721758
17725,rec-7523-org,rec-5953-dup-0,0,0.0,0.30000000000000004,0.5,0.09999999999999998,0.8,0.8,0.0,0.19999999999999996,0.8,0.11691770656114607
19159,rec-9594-org,rec-5953-dup-0,0,0.0,0.4,0.5,0.19999999999999996,0.7,0.8,0.0,0.5,0.7,0.128312705690841
25554,rec-4814-org,rec-5953-dup-0,0,0.09999999999999998,0.30000000000000004,0.5,0.19999999999999996,0.7,0.8,0.0,0.5,0.6,0.11700386057230136
26146,rec-4220-org,rec-5953-dup-0,0,0.09999999999999998,0.30000000000000004,0.4,0.09999999999999998,0.7,0.8,0.0,0.6,0.7,0.12146257002522572
26483,rec-5655-org,rec-5953-dup-0,0,0.09999999999999998,0.6,0.4,0.0,0.7,0.8,0.0,0.5,0.7,0.1260487064254246
774,rec-5953-org,rec-5655-dup-0,0,0.09999999999999998,0.5,0.5,0.0,0.7,1.0,0.0,0.5,0.7,0.15770770162905928
8044,rec-3189-org,rec-5655-dup-0,0,0.19999999999999996,0.30000000000000004,0.5,0.0,0.7,1.0,0.0,0.6,0.6,0.17832010463794953
8790,rec-1078-org,rec-5655-dup-0,0,0.09999999999999998,0.5,0.4,0.09999999999999998,0.7,1.0,0.0,0.30000000000000004,0.6,0.16700138770321316
9691,rec-6400-org,rec-5655-dup-0,0,0.30000000000000004,0.4,0.4,0.9,1.0,0.0,0.0,0.30000000000000004,0.6,0.15507290997356676
10861,rec-8657-org,rec-5655-dup-0,0,0.4,0.4,0.4,0.0,0.7,1.0,0.0,0.6,0.6,0.14804035444555014
12338,rec-516-org,rec-5655-dup-0,0,0.09999999999999998,0.4,0.5,0.0,0.7,1.0,0.0,0.6,0.7,0.15398225934241933
16195,rec-4053-org,rec-5655-dup-0,0,0.0,0.30000000000000004,0.4,0.0,0.7,1.0,0.0,0.19999999999999996,0.6,0.17467359966777354
17723,rec-7523-org,rec-5655-dup-0,0,0.19999999999999996,0.30000000000000004,0.4,0.0,0.7,1.0,0.0,0.19999999999999996,0.8,0.15519049526458906
19157,rec-9594-org,rec-5655-dup-0,0,0.0,0.30000000000000004,0.4,0.0,1.0,1.0,0.0,0.8,0.7,0.17829320709362836
20759,rec-7799-org,rec-5655-dup-0,0,0.0,0.4,0.30000000000000004,0.9,0.7,0.0,0.0,0.6,0.7,0.11123541757900743
22001,rec-8448-org,rec-5655-dup-0,0,0.09999999999999998,0.30000000000000004,0.4,0.9,1.0,0.0,0.0,0.19999999999999996,0.6,0.13517699630523602
25551,rec-4814-org,rec-5655-dup-0,0,0.4,0.30000000000000004,0.4,0.0,1.0,1.0,0.0,0.7,0.8,0.22126876171478488
26021,rec-5619-org,rec-5655-dup-0,0,0.09999999999999998,0.0,0.4,0.0,0.7,1.0,0.0,0.6,0.6,0.12819766906390176
26145,rec-4220-org,rec-5655-dup-0,0,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.0,1.0,1.0,0.0,0.5,0.7,0.1374468370020398
26480,rec-5655-org,rec-5655-dup-0,1,1.0,0.8,0.8,0.9,1.0,1.0,0.0,1.0,1.0,0.6570053127028312
775,rec-5953-org,rec-3189-dup-0,0,0.19999999999999996,0.4,0.30000000000000004,0.0,0.8,0.9,0.0,0.19999999999999996,0.6,0.1427960837197164
3427,rec-7465-org,rec-3189-dup-0,0,0.19999999999999996,0.5,0.19999999999999996,0.0,0.8,0.0,0.0,1.0,0.6,0.10070258188655024
8042,rec-3189-org,rec-3189-dup-0,1,0.9,0.9,0.8,1.0,1.0,0.9,0.0,0.19999999999999996,1.0,0.6997173146896161
8789,rec-1078-org,rec-3189-dup-0,0,0.19999999999999996,0.30000000000000004,0.7,0.0,1.0,0.9,0.0,0.19999999999999996,0.6,0.17340200898905148
10862,rec-8657-org,rec-3189-dup-0,0,0.19999999999999996,0.30000000000000004,0.19999999999999996,0.0,0.7,0.9,0.0,0.19999999999999996,0.8,0.1431303603249003
12337,rec-516-org,rec-3189-dup-0,0,0.0,0.4,0.30000000000000004,0.0,1.0,0.9,0.0,0.19999999999999996,0.6,0.1598838996841157
16194,rec-4053-org,rec-3189-dup-0,0,0.0,0.5,0.4,0.0,1.0,0.9,0.0,1.0,0.7,0.1813682719425599
17724,rec-7523-org,rec-3189-dup-0,0,0.09999999999999998,0.5,0.30000000000000004,0.0,1.0,0.9,0.0,1.0,0.7,0.14051688487877362
19156,rec-9594-org,rec-3189-dup-0,0,0.0,0.4,0.5,0.0,0.7,0.9,0.0,0.19999999999999996,0.6,0.1851266071757398
25552,rec-4814-org,rec-3189-dup-0,0,0.4,0.4,0.30000000000000004,0.0,0.7,0.9,0.0,0.19999999999999996,0.6,0.20127515078042332
26020,rec-5619-org,rec-3189-dup-0,0,0.19999999999999996,0.09999999999999998,0.30000000000000004,0.0,1.0,0.9,0.0,0.19999999999999996,0.7,0.1331110697289519
26144,rec-4220-org,rec-3189-dup-0,0,0.0,0.5,0.19999999999999996,0.0,0.7,0.9,0.0,0.19999999999999996,0.6,0.14271472826142173
26481,rec-5655-org,rec-3189-dup-0,0,0.19999999999999996,0.5,0.30000000000000004,0.0,0.7,0.9,0.0,0.19999999999999996,0.6,0.18062481228897187
776,rec-6934-org,rec-9831-dup-1,0,0.4,0.4,0.4,0.0,1.0,0.9,0.0,0.19999999999999996,0.7,0.11835846268571441
3557,rec-5149-org,rec-9831-dup-1,0,0.0,0.30000000000000004,0.5,0.0,1.0,0.0,0.0,0.6,0.7,0.228196487734142
4820,rec-189-org,rec-9831-dup-1,0,0.0,0.30000000000000004,0.4,0.0,1.0,0.4,0.0,0.5,0.7,0.2585782464373029
10227,rec-9647-org,rec-9831-dup-1,0,0.09999999999999998,0.4,0.5,0.0,0.7,0.9,0.0,0.6,0.7,0.12488736640447955
16748,rec-5307-org,rec-9831-dup-1,0,0.0,0.5,0.6,0.0,0.7,0.9,0.0,0.6,0.6,0.12307894950642467
25676,rec-9831-org,rec-9831-dup-1,1,1.0,1.0,1.0,0.7,1.0,0.9,0.0,1.0,1.0,0.8692680595054404
777,rec-2431-org,rec-3604-dup-2,0,0.09999999999999998,0.5,0.6,0.6,0.7,0.0,0.0,0.7,0.8,0.15946326119421986
1806,rec-7026-org,rec-3604-dup-2,0,0.30000000000000004,0.6,0.5,0.19999999999999996,0.7,0.0,0.0,0.5,0.6,0.2153826981081685
5480,rec-5843-org,rec-3604-dup-2,0,0.0,0.4,0.4,0.5,0.7,0.0,0.0,0.5,0.7,0.10561995768356747
5493,rec-78-org,rec-3604-dup-2,0,0.0,0.5,0.5,0.0,0.7,0.09999999999999998,0.0,0.7,0.7,0.18464766215087666
12197,rec-3116-org,rec-3604-dup-2,0,0.30000000000000004,0.7,0.4,0.4,0.7,0.0,0.0,0.5,0.8,0.14648660315654927
16608,rec-3604-org,rec-3604-dup-2,1,1.0,1.0,0.8,0.8,0.8,0.7,0.0,1.0,1.0,0.4785248960623674
18167,rec-2713-org,rec-3604-dup-2,0,0.0,0.4,0.6,0.0,0.7,0.0,0.0,0.6,0.7,0.11274868603744326
18434,rec-8605-org,rec-3604-dup-2,0,0.19999999999999996,0.30000000000000004,0.4,0.30000000000000004,0.7,0.0,0.0,0.19999999999999996,0.6,0.1594050515435148
26501,rec-9767-org,rec-3604-dup-2,0,0.19999999999999996,0.0,0.4,0.5,0.7,0.09999999999999998,0.0,0.6,0.6,0.21283991081459525
778,rec-2431-org,rec-6111-dup-0,0,0.30000000000000004,0.30000000000000004,0.6,0.30000000000000004,0.7,1.0,0.0,0.4,0.6,0.13831934567032775
4894,rec-2236-org,rec-6111-dup-0,0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.30000000000000004,0.7,1.0,0.0,0.5,0.7,0.14044277070000505
5030,rec-6111-org,rec-6111-dup-0,1,1.0,0.5,1.0,1.0,0.9,1.0,0.0,0.5,1.0,0.7317286667700956
10419,rec-1817-org,rec-6111-dup-0,0,0.09999999999999998,0.19999999999999996,0.30000000000000004,1.0,0.7,0.0,0.0,0.6,0.8,0.11020502939688229
12807,rec-1160-org,rec-6111-dup-0,0,0.30000000000000004,0.30000000000000004,0.5,0.19999999999999996,0.7,1.0,0.0,0.4,0.7,0.1655678868055997
17170,rec-139-org,rec-6111-dup-0,0,0.09999999999999998,0.30000000000000004,1.0,0.0,0.7,0.0,0.0,0.19999999999999996,0.8,0.18773130188102707
19377,rec-3538-org,rec-6111-dup-0,0,0.19999999999999996,0.19999999999999996,0.4,0.6,0.7,0.30000000000000004,0.0,0.4,0.6,0.12288171320967897
21606,rec-9791-org,rec-6111-dup-0,0,0.19999999999999996,0.7,0.19999999999999996,0.0,0.7,1.0,0.0,0.6,0.7,0.18558884405307358
22019,rec-833-org,rec-6111-dup-0,0,0.09999999999999998,0.30000000000000004,0.30000000000000004,1.0,0.7,0.0,0.0,0.5,0.6,0.10351954268641023
24784,rec-2136-org,rec-6111-dup-0,0,0.19999999999999996,0.6,0.30000000000000004,1.0,0.7,0.0,0.0,0.4,0.8,0.1049988486985108
25932,rec-3130-org,rec-6111-dup-0,0,0.19999999999999996,0.6,0.19999999999999996,1.0,0.7,0.0,0.0,0.19999999999999996,0.8,0.10197714531558763
779,rec-2431-org,rec-6111-dup-1,0,0.30000000000000004,0.19999999999999996,0.4,0.4,0.7,1.0,0.0,0.4,0.6,0.13545259316114608
4895,rec-2236-org,rec-6111-dup-1,0,0.19999999999999996,0.4,0.7,0.4,0.8,1.0,0.0,0.6,0.7,0.13753200891647066
5031,rec-6111-org,rec-6111-dup-1,1,1.0,0.30000000000000004,0.19999999999999996,0.9,1.0,1.0,0.0,0.8,1.0,0.7245511063632601
12808,rec-1160-org,rec-6111-dup-1,0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.19999999999999996,0.7,1.0,0.0,0.7,0.7,0.16213639171979202
17172,rec-139-org,rec-6111-dup-1,0,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.0,0.7,0.0,0.0,0.19999999999999996,0.8,0.14078857378164797
21607,rec-9791-org,rec-6111-dup-1,0,0.19999999999999996,0.4,0.6,0.0,0.7,1.0,0.0,0.8,0.7,0.18174240245962256
780,rec-2431-org,rec-2236-dup-0,0,0.30000000000000004,0.19999999999999996,0.4,0.4,0.8,1.0,0.0,0.5,0.6,0.11985744550743173
4893,rec-2236-org,rec-2236-dup-0,1,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.8,0.7,0.5589499184509231
5033,rec-6111-org,rec-2236-dup-0,0,0.19999999999999996,0.30000000000000004,0.19999999999999996,0.30000000000000004,0.8,1.0,0.0,0.6,0.8,0.14199476269631692
12809,rec-1160-org,rec-2236-dup-0,0,0.09999999999999998,0.19999999999999996,0.4,0.30000000000000004,0.8,1.0,0.0,0.6,0.6,0.1369390383558288
21608,rec-9791-org,rec-2236-dup-0,0,0.0,0.09999999999999998,0.6,0.0,0.7,1.0,0.0,0.7,0.6,0.13556091103246048
782,rec-2431-org,rec-3604-dup-0,0,0.09999999999999998,0.5,0.6,0.5,0.7,0.0,0.0,0.7,0.8,0.10712028282955945
1807,rec-7026-org,rec-3604-dup-0,0,0.30000000000000004,0.6,0.5,0.30000000000000004,0.7,0.0,0.0,0.5,0.6,0.19628068433208987
5496,rec-78-org,rec-3604-dup-0,0,0.0,0.5,0.5,0.0,0.7,0.09999999999999998,0.0,0.7,0.7,0.11938208519459992
12202,rec-3116-org,rec-3604-dup-0,0,0.30000000000000004,0.7,0.4,0.30000000000000004,0.7,0.0,0.0,0.5,0.8,0.108042665394848
16606,rec-3604-org,rec-3604-dup-0,1,1.0,1.0,0.8,1.0,0.9,0.7,0.0,1.0,1.0,0.6138211033021245
18435,rec-8605-org,rec-3604-dup-0,0,0.19999999999999996,0.30000000000000004,0.4,0.30000000000000004,0.7,0.0,0.0,0.19999999999999996,0.6,0.11667793116726694
26502,rec-9767-org,rec-3604-dup-0,0,0.19999999999999996,0.0,0.4,0.4,0.7,0.09999999999999998,0.0,0.6,0.6,0.20772334386263586
786,rec-9757-org,rec-9757-dup-0,1,1.0,1.0,1.0,1.0,0.9,0.8,0.0,1.0,0.9,0.844988540699182
1715,rec-4165-org,rec-9757-dup-0,0,0.09999999999999998,0.4,0.30000000000000004,0.0,0.9,0.0,0.0,0.7,0.6,0.13221527462061922
11805,rec-114-org,rec-9757-dup-0,0,0.0,0.19999999999999996,0.30000000000000004,0.0,0.8,0.09999999999999998,0.0,0.8,0.6,0.19161103018486558
787,rec-6448-org,rec-6448-dup-0,1,1.0,0.8,0.9,0.9,0.9,0.8,0.0,1.0,1.0,0.5016043373347824
5582,rec-4103-org,rec-6448-dup-0,0,0.0,0.19999999999999996,0.5,0.19999999999999996,0.7,0.8,0.0,0.6,0.6,0.10846789865447051
788,rec-6448-org,rec-6448-dup-1,1,1.0,0.7,0.7,0.8,0.9,1.0,0.0,1.0,1.0,0.47106405438410964
1743,rec-2961-org,rec-6448-dup-1,0,0.09999999999999998,0.0,0.4,0.0,0.7,1.0,0.0,0.19999999999999996,0.6,0.11062181798109293
5580,rec-4103-org,rec-6448-dup-1,0,0.0,0.09999999999999998,0.4,0.09999999999999998,0.7,1.0,0.0,0.6,0.6,0.1279799910878434
7086,rec-2667-org,rec-6448-dup-1,0,0.30000000000000004,0.0,0.4,0.0,0.7,1.0,0.0,0.5,0.6,0.1476156614775241
10415,rec-4105-org,rec-6448-dup-1,0,0.0,0.0,0.4,0.09999999999999998,0.9,1.0,0.0,0.5,0.6,0.11728546738088363
12123,rec-574-org,rec-6448-dup-1,0,0.0,0.09999999999999998,0.30000000000000004,0.19999999999999996,0.9,1.0,0.0,0.7,0.8,0.113884511494183
16295,rec-8252-org,rec-6448-dup-1,0,0.0,0.09999999999999998,0.5,0.19999999999999996,0.7,1.0,0.0,0.5,0.7,0.12627049720746994
16594,rec-5077-org,rec-6448-dup-1,0,0.09999999999999998,0.09999999999999998,0.4,0.0,0.7,1.0,0.0,0.6,0.7,0.1143015243694262
18463,rec-4689-org,rec-6448-dup-1,0,0.0,0.09999999999999998,0.4,0.19999999999999996,0.7,1.0,0.0,0.6,0.7,0.11520081925361395
18875,rec-1226-org,rec-6448-dup-1,0,0.09999999999999998,0.0,0.5,0.0,0.7,1.0,0.0,0.5,0.7,0.10441193824079537
19401,rec-9313-org,rec-6448-dup-1,0,0.19999999999999996,0.0,0.5,0.09999999999999998,0.9,1.0,0.0,0.5,0.6,0.12673282386522994
25430,rec-3468-org,rec-6448-dup-1,0,0.0,0.19999999999999996,0.30000000000000004,0.0,0.7,1.0,0.0,0.5,0.6,0.11656865705059632
26569,rec-1611-org,rec-6448-dup-1,0,0.19999999999999996,0.0,0.5,0.19999999999999996,0.9,1.0,0.0,0.19999999999999996,0.6,0.1323016722256859
789,rec-6448-org,rec-8252-dup-1,0,0.0,0.09999999999999998,0.5,0.19999999999999996,0.7,0.9,0.0,0.5,0.7,0.15350866770442312
1738,rec-2961-org,rec-8252-dup-1,0,0.30000000000000004,0.0,0.5,0.0,1.0,0.9,0.0,0.19999999999999996,0.9,0.16318086581291708
2856,rec-8112-org,rec-8252-dup-1,0,0.0,0.19999999999999996,0.9,0.09999999999999998,0.7,0.0,1.0,0.6,0.6,0.11937823747440118
5578,rec-4103-org,rec-8252-dup-1,0,0.4,0.30000000000000004,0.4,0.30000000000000004,1.0,0.9,0.0,0.6,0.6,0.17168884667376957
7085,rec-2667-org,rec-8252-dup-1,0,0.09999999999999998,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.7,0.9,0.0,0.5,0.6,0.15122556809225018
7743,rec-8763-org,rec-8252-dup-1,0,0.09999999999999998,0.19999999999999996,0.9,0.09999999999999998,1.0,0.0,0.0,0.6,0.7,0.11164338290939947
10413,rec-4105-org,rec-8252-dup-1,0,0.30000000000000004,0.09999999999999998,0.4,0.30000000000000004,0.7,0.9,0.0,0.5,0.7,0.14033216598375348
12122,rec-574-org,rec-8252-dup-1,0,0.09999999999999998,0.30000000000000004,0.4,0.30000000000000004,0.7,0.9,0.0,0.4,0.8,0.14248455351704253
